id,code,incident_id,incident_code,technicien_id,technicien_nom,technicien_matricule,secteur_id,secteur_nom,severite,statut,date_creation,date_assignation,date_resolution,duree_intervention_min,distance_km,note_intervention,statut_terrain,date_arrivee_site,date_debut_intervention,date_fin_intervention,pause_prise,pause_debut_terrain,pause_fin_terrain,cause_incomplete,contraintes,updated_by,historique_statuts
62,TKT-00062,70,INC-202512-0070,16,Houda KETTANI,TECH-016,5,Tanger,MINEUR,RESOLU,2025-12-09T01:29:35.754412,2025-12-09T01:42:35.754412,2025-12-09T02:59:35.754412,113,17.95,3.7,COMPLETE,2025-12-09T02:11:35.754412,2025-12-09T02:25:35.754412,2025-12-09T04:18:35.754412,False,,,,"[""Coordination avec equipe reseau requise""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2025-12-09T01:29:35.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2025-12-09T01:42:35.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2025-12-09T02:11:35.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2025-12-09T02:25:35.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2025-12-09T04:18:35.754412""}]"
63,TKT-00063,71,INC-202601-0071,25,Ilyas IDRISSI,TECH-025,10,Tétouan,CRITIQUE,RESOLU,2026-01-18T15:59:23.754412,2026-01-18T16:12:23.754412,2026-01-18T22:54:23.754412,437,7.37,3.4,COMPLETE,2026-01-18T16:37:23.754412,2026-01-18T16:44:23.754412,2026-01-19T00:01:23.754412,True,13:00,14:00,,"[""Acces difficile (hauteur / espace confine)""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-18T15:59:23.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-18T16:12:23.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-18T16:37:23.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-18T16:44:23.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-01-18T18:44:23.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-18T19:44:23.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-01-19T00:01:23.754412""}]"
64,TKT-00064,72,INC-202602-0072,11,Mehdi MOUSSAOUI,TECH-011,1,Grand Casablanca,MINEUR,EN_COURS,2026-02-03T18:04:48.754412,2026-02-03T18:17:48.754412,,,15.01,,EN_ROUTE,2026-02-03T18:51:48.754412,2026-02-03T19:00:48.754412,,False,,,,"[""Manque d outillage specifique"", ""Dependance fournisseur externe""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-03T18:04:48.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-03T18:17:48.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-03T18:51:48.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-03T19:00:48.754412""}]"
65,TKT-00065,73,INC-202604-0073,15,Bilal MRANI,TECH-015,9,Kenitra,MAJEUR,RESOLU,2026-04-09T02:18:14.754412,2026-04-09T02:23:14.754412,2026-04-09T04:16:14.754412,145,26.92,3.6,COMPLETE,2026-04-09T02:38:14.754412,2026-04-09T02:43:14.754412,2026-04-09T05:08:14.754412,True,13:00,14:00,,"[""Dependance fournisseur externe"", ""Zone a acces restreint""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-09T02:18:14.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-09T02:23:14.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-09T02:38:14.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-09T02:43:14.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-04-09T04:43:14.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-09T05:43:14.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-04-09T05:08:14.754412""}]"
66,TKT-00066,75,INC-202512-0075,10,Sara LAHLOU,TECH-010,5,Tanger,MINEUR,RESOLU,2025-12-30T19:59:18.754412,2025-12-30T20:02:18.754412,2025-12-30T22:15:18.754412,157,28.94,3.1,COMPLETE,2025-12-30T20:37:18.754412,2025-12-30T20:43:18.754412,2025-12-30T23:20:18.754412,True,13:00,14:00,,"[""Zone a acces restreint""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2025-12-30T19:59:18.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2025-12-30T20:02:18.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2025-12-30T20:37:18.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2025-12-30T20:43:18.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2025-12-30T22:43:18.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2025-12-30T23:43:18.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2025-12-30T23:20:18.754412""}]"
67,TKT-00067,76,INC-202512-0076,14,Salma BENOMAR,TECH-014,6,Agadir,MINEUR,FERME,2025-12-04T21:47:24.754412,2025-12-04T21:54:24.754412,2025-12-05T00:12:24.754412,175,2.7,3.0,COMPLETE,2025-12-04T22:24:24.754412,2025-12-04T22:34:24.754412,2025-12-05T01:29:24.754412,True,13:00,14:00,,"[""Manque d outillage specifique""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2025-12-04T21:47:24.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2025-12-04T21:54:24.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2025-12-04T22:24:24.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2025-12-04T22:34:24.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2025-12-05T00:34:24.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2025-12-05T01:34:24.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2025-12-05T01:29:24.754412""}]"
68,TKT-00068,77,INC-202605-0077,11,Mehdi MOUSSAOUI,TECH-011,1,Grand Casablanca,CRITIQUE,EN_COURS,2026-05-15T00:09:40.754412,2026-05-15T00:12:40.754412,,,6.63,,EN_COURS,2026-05-15T00:50:40.754412,2026-05-15T01:02:40.754412,,True,13:00,14:00,,"[""Intervention nocturne requise""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-05-15T00:09:40.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-05-15T00:12:40.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-05-15T00:50:40.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-15T01:02:40.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-05-15T03:02:40.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-15T04:02:40.754412""}]"
69,TKT-00069,81,INC-202512-0081,21,Soufiane ZEMMOURI,TECH-021,3,Marrakech,MINEUR,RESOLU,2025-12-07T01:37:43.754412,2025-12-07T01:51:43.754412,2025-12-07T03:44:43.754412,140,21.06,2.6,COMPLETE,2025-12-07T02:08:43.754412,2025-12-07T02:14:43.754412,2025-12-07T04:34:43.754412,True,13:00,14:00,,"[""Coordination avec equipe reseau requise"", ""Zone a acces restreint""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2025-12-07T01:37:43.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2025-12-07T01:51:43.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2025-12-07T02:08:43.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2025-12-07T02:14:43.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2025-12-07T04:14:43.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2025-12-07T05:14:43.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2025-12-07T04:34:43.754412""}]"
70,TKT-00070,82,INC-202601-0082,4,Amina CHRAIBI,TECH-004,8,Oujda,CRITIQUE,FERME,2026-01-29T10:21:37.754412,2026-01-29T10:33:37.754412,2026-01-29T16:53:37.754412,399,9.32,4.6,COMPLETE,2026-01-29T10:58:37.754412,2026-01-29T11:08:37.754412,2026-01-29T17:47:37.754412,True,13:00,14:00,,"[""Acces difficile (hauteur / espace confine)"", ""Zone a acces restreint""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-29T10:21:37.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-29T10:33:37.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-29T10:58:37.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-29T11:08:37.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-01-29T13:08:37.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-29T14:08:37.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-01-29T17:47:37.754412""}]"
71,TKT-00071,83,INC-202602-0083,3,Mohammed OUALI,TECH-003,2,Rabat-Salé,MINEUR,EN_COURS,2026-02-22T18:26:48.754412,2026-02-22T18:40:48.754412,,,2.32,,INCOMPLET,2026-02-22T19:18:48.754412,2026-02-22T19:31:48.754412,,False,,,Probleme sous-jacent plus grave que prevu,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-22T18:26:48.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-22T18:40:48.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-22T19:18:48.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-22T19:31:48.754412""}, {""statut"": ""INCOMPLET"", ""timestamp"": ""2026-02-22T20:02:48.754412"", ""cause"": ""Probleme sous-jacent plus grave que prevu""}]"
72,TKT-00072,84,INC-202602-0084,11,Mehdi MOUSSAOUI,TECH-011,1,Grand Casablanca,MAJEUR,RESOLU,2026-02-11T21:32:11.754412,2026-02-11T21:46:11.754412,2026-02-11T22:38:11.754412,77,27.56,2.7,COMPLETE,2026-02-11T22:21:11.754412,2026-02-11T22:31:11.754412,2026-02-11T23:48:11.754412,False,,,,"[""Necessite coupure reseau planifiee"", ""Coordination avec equipe reseau requise""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-11T21:32:11.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-11T21:46:11.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-11T22:21:11.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-11T22:31:11.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-02-11T23:48:11.754412""}]"
73,TKT-00073,85,INC-202603-0085,13,Rachid SQALLI,TECH-013,4,Fès,CRITIQUE,FERME,2026-03-05T04:13:21.754412,2026-03-05T04:21:21.754412,2026-03-05T06:10:21.754412,142,1.76,3.7,COMPLETE,2026-03-05T04:39:21.754412,2026-03-05T04:45:21.754412,2026-03-05T07:07:21.754412,True,13:00,14:00,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-03-05T04:13:21.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-03-05T04:21:21.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-03-05T04:39:21.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-05T04:45:21.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-03-05T06:45:21.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-05T07:45:21.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-03-05T07:07:21.754412""}]"
74,TKT-00074,86,INC-202601-0086,16,Houda KETTANI,TECH-016,5,Tanger,CRITIQUE,FERME,2026-01-22T03:22:49.754412,2026-01-22T03:29:49.754412,2026-01-22T13:16:49.754412,622,10.94,4.8,COMPLETE,2026-01-22T04:10:49.754412,2026-01-22T04:15:49.754412,2026-01-22T14:37:49.754412,True,13:00,14:00,,"[""Dependance fournisseur externe"", ""Manque d outillage specifique""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-22T03:22:49.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-22T03:29:49.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-22T04:10:49.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-22T04:15:49.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-01-22T06:15:49.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-22T07:15:49.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-01-22T14:37:49.754412""}]"
75,TKT-00075,87,INC-202602-0087,9,Karim BENSOUDA,TECH-009,10,Tétouan,MINEUR,RESOLU,2026-02-08T20:01:49.754412,2026-02-08T20:16:49.754412,2026-02-08T20:32:49.754412,50,12.65,3.9,COMPLETE,2026-02-08T20:35:49.754412,2026-02-08T20:40:49.754412,2026-02-08T21:30:49.754412,False,,,,"[""Coordination avec equipe reseau requise"", ""Dependance fournisseur externe""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-08T20:01:49.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-08T20:16:49.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-08T20:35:49.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-08T20:40:49.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-02-08T21:30:49.754412""}]"
76,TKT-00076,88,INC-202604-0088,1,Youssef BENALI,TECH-001,4,Fès,MAJEUR,RESOLU,2026-04-25T15:15:14.754412,2026-04-25T15:22:14.754412,2026-04-25T17:27:14.754412,145,7.85,5.0,COMPLETE,2026-04-25T15:40:14.754412,2026-04-25T15:51:14.754412,2026-04-25T18:16:14.754412,True,13:00,14:00,,"[""Intervention nocturne requise"", ""Necessite coupure reseau planifiee""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-25T15:15:14.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-25T15:22:14.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-25T15:40:14.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-25T15:51:14.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-04-25T17:51:14.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-25T18:51:14.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-04-25T18:16:14.754412""}]"
77,TKT-00077,89,INC-202602-0089,5,Hamza BENKIRANE,TECH-005,2,Rabat-Salé,CRITIQUE,FERME,2026-02-07T15:03:44.754412,2026-02-07T15:15:44.754412,2026-02-07T22:02:44.754412,449,15.32,3.5,COMPLETE,2026-02-07T15:47:44.754412,2026-02-07T15:59:44.754412,2026-02-07T23:28:44.754412,True,13:00,14:00,,"[""Necessite coupure reseau planifiee""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-07T15:03:44.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-07T15:15:44.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-07T15:47:44.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-07T15:59:44.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-02-07T17:59:44.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-07T18:59:44.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-02-07T23:28:44.754412""}]"
78,TKT-00078,90,INC-202603-0090,8,Nadia FILALI,TECH-008,6,Agadir,MINEUR,FERME,2026-03-06T19:11:04.754412,2026-03-06T19:21:04.754412,2026-03-06T21:16:04.754412,140,24.36,3.7,COMPLETE,2026-03-06T19:45:04.754412,2026-03-06T19:50:04.754412,2026-03-06T22:10:04.754412,True,13:00,14:00,,[],ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-03-06T19:11:04.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-03-06T19:21:04.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-03-06T19:45:04.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-06T19:50:04.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-03-06T21:50:04.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-06T22:50:04.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-03-06T22:10:04.754412""}]"
79,TKT-00079,92,INC-202512-0092,10,Sara LAHLOU,TECH-010,5,Tanger,CRITIQUE,EN_COURS,2025-12-12T09:08:11.754412,2025-12-12T09:10:11.754412,,,17.48,,SUR_SITE,2025-12-12T09:35:11.754412,2025-12-12T09:50:11.754412,,True,13:00,14:00,,"[""Acces difficile (hauteur / espace confine)"", ""Manque d outillage specifique""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2025-12-12T09:08:11.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2025-12-12T09:10:11.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2025-12-12T09:35:11.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2025-12-12T09:50:11.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2025-12-12T11:50:11.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2025-12-12T12:50:11.754412""}]"
80,TKT-00080,93,INC-202602-0093,9,Karim BENSOUDA,TECH-009,10,Tétouan,CRITIQUE,FERME,2026-02-03T03:46:03.754412,2026-02-03T03:49:03.754412,2026-02-03T09:14:03.754412,338,27.46,2.6,COMPLETE,2026-02-03T04:14:03.754412,2026-02-03T04:28:03.754412,2026-02-03T10:06:03.754412,True,13:00,14:00,,"[""Zone a acces restreint"", ""Coordination avec equipe reseau requise""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-03T03:46:03.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-03T03:49:03.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-03T04:14:03.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-03T04:28:03.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-02-03T06:28:03.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-03T07:28:03.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-02-03T10:06:03.754412""}]"
81,TKT-00081,94,INC-202603-0094,4,Amina CHRAIBI,TECH-004,8,Oujda,CRITIQUE,FERME,2026-03-19T07:54:27.754412,2026-03-19T07:58:27.754412,2026-03-19T15:33:27.754412,482,14.97,2.7,COMPLETE,2026-03-19T08:39:27.754412,2026-03-19T08:52:27.754412,2026-03-19T16:54:27.754412,True,13:00,14:00,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-03-19T07:54:27.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-03-19T07:58:27.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-03-19T08:39:27.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-19T08:52:27.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-03-19T10:52:27.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-19T11:52:27.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-03-19T16:54:27.754412""}]"
82,TKT-00082,95,INC-202601-0095,15,Bilal MRANI,TECH-015,9,Kenitra,CRITIQUE,FERME,2026-01-09T23:30:27.754412,2026-01-09T23:39:27.754412,2026-01-10T03:51:27.754412,266,10.55,2.9,COMPLETE,2026-01-10T00:19:27.754412,2026-01-10T00:24:27.754412,2026-01-10T04:50:27.754412,True,13:00,14:00,,"[""Manque d outillage specifique"", ""Intervention nocturne requise""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-09T23:30:27.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-09T23:39:27.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-10T00:19:27.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-10T00:24:27.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-01-10T02:24:27.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-10T03:24:27.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-01-10T04:50:27.754412""}]"
83,TKT-00083,96,INC-202602-0096,7,Anas BERRADA,TECH-007,10,Tétouan,CRITIQUE,FERME,2026-02-06T07:46:56.754412,2026-02-06T07:49:56.754412,2026-02-06T12:00:56.754412,259,11.52,4.9,COMPLETE,2026-02-06T08:08:56.754412,2026-02-06T08:14:56.754412,2026-02-06T12:33:56.754412,True,13:00,14:00,,[],ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-06T07:46:56.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-06T07:49:56.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-06T08:08:56.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-06T08:14:56.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-02-06T10:14:56.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-06T11:14:56.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-02-06T12:33:56.754412""}]"
84,TKT-00084,97,INC-202602-0097,11,Mehdi MOUSSAOUI,TECH-011,1,Grand Casablanca,MINEUR,RESOLU,2026-02-19T13:18:15.754412,2026-02-19T13:23:15.754412,2026-02-19T14:19:15.754412,76,28.84,4.1,COMPLETE,2026-02-19T13:53:15.754412,2026-02-19T14:00:15.754412,2026-02-19T15:16:15.754412,False,,,,"[""Dependance fournisseur externe"", ""Zone a acces restreint""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-19T13:18:15.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-19T13:23:15.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-19T13:53:15.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-19T14:00:15.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-02-19T15:16:15.754412""}]"
85,TKT-00085,98,INC-202601-0098,16,Houda KETTANI,TECH-016,5,Tanger,CRITIQUE,EN_COURS,2026-01-09T03:38:56.754412,2026-01-09T03:49:56.754412,,,5.74,,EN_COURS,2026-01-09T04:10:56.754412,2026-01-09T04:21:56.754412,,False,,,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-09T03:38:56.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-09T03:49:56.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-09T04:10:56.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-09T04:21:56.754412""}]"
86,TKT-00086,99,INC-202605-0099,26,Rim TAHIRI,TECH-026,4,Fès,MINEUR,FERME,2026-05-07T16:44:45.754412,2026-05-07T16:58:45.754412,2026-05-07T18:33:45.754412,126,17.18,4.8,COMPLETE,2026-05-07T17:10:45.754412,2026-05-07T17:17:45.754412,2026-05-07T19:23:45.754412,True,13:00,14:00,,"[""Manque d outillage specifique"", ""Zone a acces restreint""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-05-07T16:44:45.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-05-07T16:58:45.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-05-07T17:10:45.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-07T17:17:45.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-05-07T19:17:45.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-07T20:17:45.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-05-07T19:23:45.754412""}]"
87,TKT-00087,100,INC-202512-0100,5,Hamza BENKIRANE,TECH-005,2,Rabat-Salé,MAJEUR,FERME,2025-12-19T05:06:39.754412,2025-12-19T05:08:39.754412,2025-12-19T07:28:39.754412,170,19.27,4.9,COMPLETE,2025-12-19T05:33:39.754412,2025-12-19T05:43:39.754412,2025-12-19T08:33:39.754412,True,13:00,14:00,,[],ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2025-12-19T05:06:39.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2025-12-19T05:08:39.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2025-12-19T05:33:39.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2025-12-19T05:43:39.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2025-12-19T07:43:39.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2025-12-19T08:43:39.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2025-12-19T08:33:39.754412""}]"
88,TKT-00088,101,INC-202602-0101,11,Mehdi MOUSSAOUI,TECH-011,1,Grand Casablanca,MINEUR,RESOLU,2026-02-04T05:51:17.754412,2026-02-04T05:56:17.754412,2026-02-04T06:29:17.754412,43,23.72,4.3,COMPLETE,2026-02-04T06:19:17.754412,2026-02-04T06:27:17.754412,2026-02-04T07:10:17.754412,False,,,,"[""Coordination avec equipe reseau requise""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-04T05:51:17.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-04T05:56:17.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-04T06:19:17.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-04T06:27:17.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-02-04T07:10:17.754412""}]"
89,TKT-00089,102,INC-202602-0102,11,Mehdi MOUSSAOUI,TECH-011,1,Grand Casablanca,MINEUR,FERME,2026-02-01T09:30:31.754412,2026-02-01T09:42:31.754412,2026-02-01T10:28:31.754412,77,10.86,3.4,COMPLETE,2026-02-01T10:18:31.754412,2026-02-01T10:25:31.754412,2026-02-01T11:42:31.754412,False,,,,"[""Dependance fournisseur externe""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-01T09:30:31.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-01T09:42:31.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-01T10:18:31.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-01T10:25:31.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-02-01T11:42:31.754412""}]"
